epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619345935790,2021-04-25T12.18.55.790,0.000,0.000,0.061,-0.488
1619345935800,2021-04-25T12.18.55.800,0.010,0.305,0.061,-0.610
1619345935810,2021-04-25T12.18.55.810,0.020,0.183,0.183,-0.366
1619345935820,2021-04-25T12.18.55.820,0.030,0.305,-0.061,-0.366
1619345935830,2021-04-25T12.18.55.830,0.040,0.366,-0.244,-0.427
1619345935840,2021-04-25T12.18.55.840,0.050,0.366,-0.305,-0.305
1619345935850,2021-04-25T12.18.55.850,0.060,0.427,-0.305,-0.305
1619345935860,2021-04-25T12.18.55.860,0.070,0.366,-0.183,-0.305
1619345935870,2021-04-25T12.18.55.870,0.080,0.488,-0.305,-0.366
1619345935880,2021-04-25T12.18.55.880,0.090,0.671,-0.366,-0.366
1619345935890,2021-04-25T12.18.55.890,0.100,0.732,-0.427,-0.366
1619345935900,2021-04-25T12.18.55.900,0.110,0.732,-0.427,-0.305
1619345935910,2021-04-25T12.18.55.910,0.120,0.793,-0.488,-0.366
1619345935920,2021-04-25T12.18.55.920,0.130,0.854,-0.610,-0.366
1619345935930,2021-04-25T12.18.55.930,0.140,0.915,-0.732,-0.366
1619345935940,2021-04-25T12.18.55.940,0.150,0.915,-0.854,-0.366
1619345935950,2021-04-25T12.18.55.950,0.160,0.671,-1.159,-0.366
1619345935960,2021-04-25T12.18.55.960,0.170,0.488,-1.098,-0.366
1619345935970,2021-04-25T12.18.55.970,0.180,0.549,-0.793,-0.366
1619345935980,2021-04-25T12.18.55.980,0.190,0.427,-0.732,-0.366
1619345935990,2021-04-25T12.18.55.990,0.200,0.488,-0.610,-0.305
1619345936000,2021-04-25T12.18.56.000,0.210,0.549,-0.488,-0.305
1619345936010,2021-04-25T12.18.56.010,0.220,0.427,-0.244,-0.305
1619345936020,2021-04-25T12.18.56.020,0.230,0.244,0.061,-0.305
1619345936030,2021-04-25T12.18.56.030,0.240,0.183,0.122,-0.305
1619345936040,2021-04-25T12.18.56.040,0.250,0.244,0.122,-0.366
1619345936050,2021-04-25T12.18.56.050,0.260,0.427,0.061,-0.366
1619345936060,2021-04-25T12.18.56.060,0.270,0.305,-0.061,-0.366
1619345936070,2021-04-25T12.18.56.070,0.280,0.366,-0.122,-0.366
1619345936080,2021-04-25T12.18.56.080,0.290,0.427,-0.061,-0.366
1619345936090,2021-04-25T12.18.56.090,0.300,0.488,-0.122,-0.366
1619345936100,2021-04-25T12.18.56.100,0.310,0.366,-0.305,-0.366
1619345936110,2021-04-25T12.18.56.110,0.320,0.305,-0.305,-0.305
1619345936120,2021-04-25T12.18.56.120,0.330,0.244,-0.122,-0.366
1619345936130,2021-04-25T12.18.56.130,0.340,0.122,-0.061,-0.305
1619345936140,2021-04-25T12.18.56.140,0.350,0.122,-0.061,-0.366
1619345936150,2021-04-25T12.18.56.150,0.360,0.000,-0.061,-0.305
1619345936160,2021-04-25T12.18.56.160,0.370,0.061,0.122,-0.366
1619345936170,2021-04-25T12.18.56.170,0.380,0.122,0.183,-0.427
1619345936180,2021-04-25T12.18.56.180,0.390,0.061,0.244,-0.305
1619345936190,2021-04-25T12.18.56.190,0.400,0.122,0.305,-0.244
1619345936200,2021-04-25T12.18.56.200,0.410,0.183,0.244,-0.244
1619345936210,2021-04-25T12.18.56.210,0.420,0.427,0.183,-0.366
1619345936220,2021-04-25T12.18.56.220,0.430,0.427,0.061,-0.427
1619345936230,2021-04-25T12.18.56.230,0.440,0.427,0.000,-0.305
1619345936240,2021-04-25T12.18.56.240,0.450,0.427,-0.061,-0.305
1619345936250,2021-04-25T12.18.56.250,0.460,0.305,-0.122,-0.305
1619345936260,2021-04-25T12.18.56.260,0.470,0.305,-0.122,-0.305
1619345936270,2021-04-25T12.18.56.270,0.480,0.366,-0.122,-0.305
1619345936280,2021-04-25T12.18.56.280,0.490,0.488,0.000,-0.305
1619345936290,2021-04-25T12.18.56.290,0.500,0.305,0.000,-0.305
1619345936300,2021-04-25T12.18.56.300,0.510,0.366,-0.061,-0.366
1619345936310,2021-04-25T12.18.56.310,0.520,0.366,-0.122,-0.366
1619345936320,2021-04-25T12.18.56.320,0.530,0.244,-0.061,-0.366
1619345936330,2021-04-25T12.18.56.330,0.540,0.122,0.122,-0.366
1619345936340,2021-04-25T12.18.56.340,0.550,-0.122,0.244,-0.366
1619345936350,2021-04-25T12.18.56.350,0.560,0.061,0.427,-0.366
1619345936360,2021-04-25T12.18.56.360,0.570,0.122,0.549,-0.305
1619345936370,2021-04-25T12.18.56.370,0.580,0.061,0.488,-0.366
1619345936380,2021-04-25T12.18.56.380,0.590,0.000,0.366,-0.366
